         1781202 function calls (1758822 primitive calls) in 2.859 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:795(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.012    0.012 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 passes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 passes.py:17(_inlining_threshold)
        3    0.000    0.000    0.000    0.000 passes.py:33(create_pass_manager_builder)
        1    0.000    0.000    0.001    0.001 passmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 passmanagers.py:10(PruneStats)
        1    0.000    0.000    0.000    0.000 passmanagers.py:100(PassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:104(_dispose)
        1    0.000    0.000    0.000    0.000 passmanagers.py:139(add_cfg_simplification_pass)
        1    0.000    0.000    0.000    0.000 passmanagers.py:151(add_licm_pass)
        1    0.000    0.000    0.000    0.000 passmanagers.py:172(add_loop_rotate_pass)
        3    0.000    0.000    0.001    0.000 passmanagers.py:178(add_refprune_pass)
        1    0.000    0.000    0.000    0.000 passmanagers.py:196(ModulePassManager)
        2    0.000    0.000    0.000    0.000 passmanagers.py:198(__init__)
        2    0.000    0.000    0.009    0.005 passmanagers.py:203(run)
        1    0.000    0.000    0.000    0.000 passmanagers.py:210(FunctionPassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:212(__init__)
        8    0.000    0.000    0.000    0.000 passmanagers.py:218(initialize)
        8    0.000    0.000    0.000    0.000 passmanagers.py:225(finalize)
        8    0.000    0.000    0.002    0.000 passmanagers.py:232(run)
        1    0.000    0.000    0.000    0.000 passmanagers.py:34(_c_PruneStats)
        2    0.000    0.000    0.000    0.000 passmanagers.py:84(create_module_pass_manager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:88(create_function_pass_manager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:92(RefPruneSubpasses)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1033(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1056(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1575(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:285(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:493(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:518(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:571(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:643(PurePath)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
       34    0.000    0.000    0.000    0.000 pkgutil.py:406(get_importer)
        2    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
        2    0.000    0.000    0.000    0.000 platform.py:1111(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.023    0.023 platform.py:261(_syscmd_ver)
        1    0.000    0.000    0.009    0.009 platform.py:3(<module>)
        1    0.000    0.000    0.023    0.023 platform.py:359(win32_ver)
        1    0.000    0.000    0.000    0.000 platform.py:586(_node)
        1    0.000    0.000    0.000    0.000 platform.py:733(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 platform.py:746(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:778(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:784(uname_result)
        2    0.000    0.000    0.024    0.012 platform.py:829(uname)
        2    0.000    0.000    0.024    0.012 platform.py:955(machine)
        1    0.000    0.000    0.005    0.005 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:68(UID)
        2    0.000    0.000    0.003    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.001    0.001 popen_spawn_win32.py:1(<module>)
        6    0.000    0.000    0.000    0.000 popen_spawn_win32.py:101(wait)
        6    0.000    0.000    0.000    0.000 popen_spawn_win32.py:117(poll)
        5    0.000    0.000    0.000    0.000 popen_spawn_win32.py:22(_path_eq)
        4    0.000    0.000    0.000    0.000 popen_spawn_win32.py:28(_close_handles)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:38(Popen)
        4    0.000    0.000    0.020    0.005 popen_spawn_win32.py:44(__init__)
       20    0.000    0.000    0.000    0.000 popen_spawn_win32.py:57(<genexpr>)
       12    0.000    0.000    0.000    0.000 popen_spawn_win32.py:97(duplicate_for_child)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
       40    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       40    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.002    0.002 postproc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 postproc.py:15(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 postproc.py:30(VariableLifetime)
        1    0.000    0.000    0.000    0.000 postproc.py:4(YieldPoint)
        1    0.000    0.000    0.000    0.000 postproc.py:62(PostProcessor)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:104(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.040    0.040 pprint.py:147(pprint)
   1379/1    0.002    0.000    0.040    0.040 pprint.py:163(_format)
    126/1    0.000    0.000    0.036    0.036 pprint.py:189(_pprint_dict)
     64/4    0.000    0.000    0.028    0.007 pprint.py:219(_pprint_list)
    126/1    0.001    0.000    0.036    0.036 pprint.py:372(_format_dict_items)
     64/4    0.001    0.000    0.028    0.007 pprint.py:389(_format_items)
     2033    0.002    0.000    0.031    0.000 pprint.py:430(_repr)
     2033    0.001    0.000    0.029    0.000 pprint.py:439(format)
        1    0.000    0.000    0.040    0.040 pprint.py:47(pprint)
11613/2033    0.015    0.000    0.028    0.000 pprint.py:529(_safe_repr)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
     7504    0.001    0.000    0.001    0.000 pprint.py:89(__init__)
     6019    0.001    0.000    0.001    0.000 pprint.py:92(__lt__)
     3752    0.003    0.000    0.004    0.000 pprint.py:99(_safe_tuple)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        4    0.000    0.000    0.023    0.006 process.py:110(start)
        1    0.000    0.000    0.000    0.000 process.py:118(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:124(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:137(_WorkItem)
        4    0.000    0.000    0.000    0.000 process.py:138(__init__)
        1    0.000    0.000    0.000    0.000 process.py:144(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:150(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:158(_SafeQueue)
        1    0.000    0.000    0.002    0.002 process.py:160(__init__)
        4    0.000    0.000    0.000    0.000 process.py:189(name)
        4    0.000    0.000    0.000    0.000 process.py:213(authkey)
        4    0.000    0.000    0.000    0.000 process.py:234(ident)
        1    0.000    0.000    0.000    0.000 process.py:256(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 process.py:268(__init__)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        8    0.000    0.000    0.000    0.000 process.py:344(__reduce__)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
       12    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.018    0.018 process.py:4(<module>)
        1    0.000    0.000    0.000    0.000 process.py:529(_check_system_limits)
        1    0.000    0.000    0.000    0.000 process.py:565(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process.py:572(ProcessPoolExecutor)
        1    0.000    0.000    0.003    0.003 process.py:573(__init__)
        4    0.000    0.000    0.000    0.000 process.py:61(_cleanup)
        4    0.000    0.000    0.001    0.000 process.py:654(_start_executor_manager_thread)
        1    0.000    0.000    0.000    0.000 process.py:66(_ThreadWakeup)
        4    0.000    0.000    0.023    0.006 process.py:662(_adjust_process_count)
        1    0.000    0.000    0.001    0.001 process.py:67(__init__)
        4    0.001    0.000    0.025    0.006 process.py:678(submit)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.201    0.201 process.py:731(shutdown)
        5    0.000    0.000    0.000    0.000 process.py:77(wakeup)
        4    0.000    0.000    0.000    0.000 process.py:80(__init__)
        8    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
        8    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        1    0.000    0.000    0.009    0.009 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pylowering.py:66(PyLower)
       27    0.000    0.000    0.004    0.000 pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      335    0.002    0.000    0.002    0.000 pyparsing.py:1144(__init__)
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.004    0.000 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
